scenario,path_key,v_target,mass,friction,actuator_delay_s,sensor_noise_m,event,controller,finished,mean_distance_m,mean_kp
77,scurve,0.5,35.496,0.836,0.0240,0.00011,force,fixed Kp 26 (baseline),1,0.002858,26.000
77,scurve,0.5,35.496,0.836,0.0240,0.00011,force,fixed Kp 15,1,0.003330,15.000
77,scurve,0.5,35.496,0.836,0.0240,0.00011,force,fixed Kp 20,1,0.003039,20.000
77,scurve,0.5,35.496,0.836,0.0240,0.00011,force,fixed Kp 34,1,0.002732,34.000
77,scurve,0.5,35.496,0.836,0.0240,0.00011,force,fixed Kp 42,1,0.002663,42.000
77,scurve,0.5,35.496,0.836,0.0240,0.00011,force,fixed Kp 50,1,0.002621,50.000
78,slalom,0.3,26.146,0.331,0.0160,0.00015,force_gust,PPO,1,0.026006,35.702
78,slalom,0.3,26.146,0.331,0.0160,0.00015,force_gust,fixed Kp 26 (baseline),0,0.095020,26.000
78,slalom,0.3,26.146,0.331,0.0160,0.00015,force_gust,fixed Kp 15,0,0.064019,15.000
78,slalom,0.3,26.146,0.331,0.0160,0.00015,force_gust,fixed Kp 20,0,0.064900,20.000
78,slalom,0.3,26.146,0.331,0.0160,0.00015,force_gust,fixed Kp 34,0,0.091117,34.000
78,slalom,0.3,26.146,0.331,0.0160,0.00015,force_gust,fixed Kp 42,0,0.091434,42.000
78,slalom,0.3,26.146,0.331,0.0160,0.00015,force_gust,fixed Kp 50,0,0.090567,50.000
79,arc,0.7,5.138,0.847,0.0100,0.00004,mass,PPO,1,0.002648,35.566
79,arc,0.7,5.138,0.847,0.0100,0.00004,mass,fixed Kp 26 (baseline),1,0.002743,26.000
79,arc,0.7,5.138,0.847,0.0100,0.00004,mass,fixed Kp 15,1,0.003034,15.000
79,arc,0.7,5.138,0.847,0.0100,0.00004,mass,fixed Kp 20,1,0.002858,20.000
79,arc,0.7,5.138,0.847,0.0100,0.00004,mass,fixed Kp 34,1,0.002662,34.000
79,arc,0.7,5.138,0.847,0.0100,0.00004,mass,fixed Kp 42,1,0.002615,42.000
79,arc,0.7,5.138,0.847,0.0100,0.00004,mass,fixed Kp 50,1,0.002587,50.000
80,figure8,0.5,28.017,0.297,0.0500,0.00039,mass,PPO,1,0.038986,30.677
80,figure8,0.5,28.017,0.297,0.0500,0.00039,mass,fixed Kp 26 (baseline),1,0.029617,26.000
80,figure8,0.5,28.017,0.297,0.0500,0.00039,mass,fixed Kp 15,1,0.032390,15.000
80,figure8,0.5,28.017,0.297,0.0500,0.00039,mass,fixed Kp 20,1,0.029461,20.000
80,figure8,0.5,28.017,0.297,0.0500,0.00039,mass,fixed Kp 34,1,0.038678,34.000
80,figure8,0.5,28.017,0.297,0.0500,0.00039,mass,fixed Kp 42,0,0.397900,42.000
80,figure8,0.5,28.017,0.297,0.0500,0.00039,mass,fixed Kp 50,0,0.239356,50.000
81,square,0.5,14.065,0.836,0.0580,0.00014,mass,PPO,1,0.003808,35.907
81,square,0.5,14.065,0.836,0.0580,0.00014,mass,fixed Kp 26 (baseline),1,0.004040,26.000
81,square,0.5,14.065,0.836,0.0580,0.00014,mass,fixed Kp 15,1,0.005023,15.000
81,square,0.5,14.065,0.836,0.0580,0.00014,mass,fixed Kp 20,1,0.004455,20.000
81,square,0.5,14.065,0.836,0.0580,0.00014,mass,fixed Kp 34,1,0.003838,34.000
81,square,0.5,14.065,0.836,0.0580,0.00014,mass,fixed Kp 42,1,0.004077,42.000
81,square,0.5,14.065,0.836,0.0580,0.00014,mass,fixed Kp 50,1,0.005736,50.000
82,hairpin,0.7,16.073,0.577,0.0800,0.00011,force,PPO,1,0.004661,40.809
82,hairpin,0.7,16.073,0.577,0.0800,0.00011,force,fixed Kp 26 (baseline),1,0.005170,26.000
82,hairpin,0.7,16.073,0.577,0.0800,0.00011,force,fixed Kp 15,1,0.007503,15.000
82,hairpin,0.7,16.073,0.577,0.0800,0.00011,force,fixed Kp 20,1,0.006123,20.000
82,hairpin,0.7,16.073,0.577,0.0800,0.00011,force,fixed Kp 34,1,0.004453,34.000
82,hairpin,0.7,16.073,0.577,0.0800,0.00011,force,fixed Kp 42,1,0.004088,42.000
82,hairpin,0.7,16.073,0.577,0.0800,0.00011,force,fixed Kp 50,1,0.006005,50.000
83,figure8,0.3,15.516,0.954,0.0040,0.00037,force,PPO,1,0.002871,34.514
83,figure8,0.3,15.516,0.954,0.0040,0.00037,force,fixed Kp 26 (baseline),1,0.003206,26.000
83,figure8,0.3,15.516,0.954,0.0040,0.00037,force,fixed Kp 15,1,0.003872,15.000
83,figure8,0.3,15.516,0.954,0.0040,0.00037,force,fixed Kp 20,1,0.003474,20.000
83,figure8,0.3,15.516,0.954,0.0040,0.00037,force,fixed Kp 34,1,0.003007,34.000
83,figure8,0.3,15.516,0.954,0.0040,0.00037,force,fixed Kp 42,1,0.002892,42.000
83,figure8,0.3,15.516,0.954,0.0040,0.00037,force,fixed Kp 50,1,0.002817,50.000
84,zigzag30,0.3,9.225,0.488,0.0560,0.00013,mass,PPO,1,0.006256,33.190
84,zigzag30,0.3,9.225,0.488,0.0560,0.00013,mass,fixed Kp 26 (baseline),1,0.007700,26.000
84,zigzag30,0.3,9.225,0.488,0.0560,0.00013,mass,fixed Kp 15,1,0.010403,15.000
84,zigzag30,0.3,9.225,0.488,0.0560,0.00013,mass,fixed Kp 20,1,0.008245,20.000
84,zigzag30,0.3,9.225,0.488,0.0560,0.00013,mass,fixed Kp 34,1,0.006644,34.000
84,zigzag30,0.3,9.225,0.488,0.0560,0.00013,mass,fixed Kp 42,1,0.006611,42.000
84,zigzag30,0.3,9.225,0.488,0.0560,0.00013,mass,fixed Kp 50,1,0.006924,50.000
85,scurve,0.7,19.908,0.791,0.0580,0.00017,force_gust,PPO,1,0.003303,38.280
85,scurve,0.7,19.908,0.791,0.0580,0.00017,force_gust,fixed Kp 26 (baseline),1,0.003605,26.000
85,scurve,0.7,19.908,0.791,0.0580,0.00017,force_gust,fixed Kp 15,1,0.004642,15.000
85,scurve,0.7,19.908,0.791,0.0580,0.00017,force_gust,fixed Kp 20,1,0.004030,20.000
85,scurve,0.7,19.908,0.791,0.0580,0.00017,force_gust,fixed Kp 34,1,0.003286,34.000
85,scurve,0.7,19.908,0.791,0.0580,0.00017,force_gust,fixed Kp 42,1,0.003100,42.000
85,scurve,0.7,19.908,0.791,0.0580,0.00017,force_gust,fixed Kp 50,1,0.002982,50.000
86,zigzag60,0.7,34.985,0.857,0.0480,0.00035,force_gust,PPO,0,0.009283,34.178
86,zigzag60,0.7,34.985,0.857,0.0480,0.00035,force_gust,fixed Kp 26 (baseline),0,0.009722,26.000
86,zigzag60,0.7,34.985,0.857,0.0480,0.00035,force_gust,fixed Kp 15,0,0.014202,15.000
86,zigzag60,0.7,34.985,0.857,0.0480,0.00035,force_gust,fixed Kp 20,0,0.011746,20.000
86,zigzag60,0.7,34.985,0.857,0.0480,0.00035,force_gust,fixed Kp 34,0,0.007948,34.000
86,zigzag60,0.7,34.985,0.857,0.0480,0.00035,force_gust,fixed Kp 42,0,0.006807,42.000
86,zigzag60,0.7,34.985,0.857,0.0480,0.00035,force_gust,fixed Kp 50,0,0.006009,50.000
87,slalom,0.7,18.182,0.316,0.0580,0.00032,mass,PPO,1,0.013965,33.517
87,slalom,0.7,18.182,0.316,0.0580,0.00032,mass,fixed Kp 26 (baseline),0,0.014813,26.000
87,slalom,0.7,18.182,0.316,0.0580,0.00032,mass,fixed Kp 15,0,0.020661,15.000
87,slalom,0.7,18.182,0.316,0.0580,0.00032,mass,fixed Kp 20,0,0.016311,20.000
87,slalom,0.7,18.182,0.316,0.0580,0.00032,mass,fixed Kp 34,0,0.012689,34.000
87,slalom,0.7,18.182,0.316,0.0580,0.00032,mass,fixed Kp 42,1,0.015546,42.000
87,slalom,0.7,18.182,0.316,0.0580,0.00032,mass,fixed Kp 50,1,0.024656,50.000
88,spiral,0.5,39.523,0.622,0.0020,0.00036,force,PPO,1,0.003934,37.544
88,spiral,0.5,39.523,0.622,0.0020,0.00036,force,fixed Kp 26 (baseline),1,0.005008,26.000
88,spiral,0.5,39.523,0.622,0.0020,0.00036,force,fixed Kp 15,1,0.006892,15.000
88,spiral,0.5,39.523,0.622,0.0020,0.00036,force,fixed Kp 20,1,0.005804,20.000
88,spiral,0.5,39.523,0.622,0.0020,0.00036,force,fixed Kp 34,1,0.004357,34.000
88,spiral,0.5,39.523,0.622,0.0020,0.00036,force,fixed Kp 42,1,0.003948,42.000
88,spiral,0.5,39.523,0.622,0.0020,0.00036,force,fixed Kp 50,1,0.003671,50.000
89,square,0.5,48.097,0.401,0.0340,0.00021,mass,PPO,1,0.006518,38.841
89,square,0.5,48.097,0.401,0.0340,0.00021,mass,fixed Kp 26 (baseline),1,0.006718,26.000
89,square,0.5,48.097,0.401,0.0340,0.00021,mass,fixed Kp 15,1,0.009236,15.000
89,square,0.5,48.097,0.401,0.0340,0.00021,mass,fixed Kp 20,1,0.007811,20.000
89,square,0.5,48.097,0.401,0.0340,0.00021,mass,fixed Kp 34,1,0.005798,34.000
89,square,0.5,48.097,0.401,0.0340,0.00021,mass,fixed Kp 42,1,0.005175,42.000
89,square,0.5,48.097,0.401,0.0340,0.00021,mass,fixed Kp 50,1,0.004699,50.000
90,scurve,0.3,7.126,0.298,0.0660,0.00003,force_gust,PPO,0,0.028852,32.279
90,scurve,0.3,7.126,0.298,0.0660,0.00003,force_gust,fixed Kp 26 (baseline),0,0.029799,26.000
90,scurve,0.3,7.126,0.298,0.0660,0.00003,force_gust,fixed Kp 15,0,0.030789,15.000
90,scurve,0.3,7.126,0.298,0.0660,0.00003,force_gust,fixed Kp 20,0,0.030231,20.000
90,scurve,0.3,7.126,0.298,0.0660,0.00003,force_gust,fixed Kp 34,0,0.029197,34.000
90,scurve,0.3,7.126,0.298,0.0660,0.00003,force_gust,fixed Kp 42,0,0.029883,42.000
90,scurve,0.3,7.126,0.298,0.0660,0.00003,force_gust,fixed Kp 50,0,0.029558,50.000
91,hairpin,0.7,42.240,0.919,0.0420,0.00019,force,PPO,1,0.004110,39.865
91,hairpin,0.7,42.240,0.919,0.0420,0.00019,force,fixed Kp 26 (baseline),1,0.004792,26.000
91,hairpin,0.7,42.240,0.919,0.0420,0.00019,force,fixed Kp 15,1,0.006730,15.000
91,hairpin,0.7,42.240,0.919,0.0420,0.00019,force,fixed Kp 20,1,0.005580,20.000
91,hairpin,0.7,42.240,0.919,0.0420,0.00019,force,fixed Kp 34,1,0.004173,34.000
91,hairpin,0.7,42.240,0.919,0.0420,0.00019,force,fixed Kp 42,1,0.003803,42.000
91,hairpin,0.7,42.240,0.919,0.0420,0.00019,force,fixed Kp 50,1,0.003626,50.000
92,zigzag30,0.3,42.063,0.953,0.0420,0.00039,force_gust,PPO,1,0.006750,34.899
92,zigzag30,0.3,42.063,0.953,0.0420,0.00039,force_gust,fixed Kp 26 (baseline),1,0.007740,26.000
92,zigzag30,0.3,42.063,0.953,0.0420,0.00039,force_gust,fixed Kp 15,1,0.011123,15.000
92,zigzag30,0.3,42.063,0.953,0.0420,0.00039,force_gust,fixed Kp 20,1,0.009142,20.000
92,zigzag30,0.3,42.063,0.953,0.0420,0.00039,force_gust,fixed Kp 34,1,0.006609,34.000
92,zigzag30,0.3,42.063,0.953,0.0420,0.00039,force_gust,fixed Kp 42,1,0.005996,42.000
92,zigzag30,0.3,42.063,0.953,0.0420,0.00039,force_gust,fixed Kp 50,1,0.005718,50.000
93,arc,0.3,13.032,0.692,0.0500,0.00015,mass,PPO,1,0.002566,32.822
93,arc,0.3,13.032,0.692,0.0500,0.00015,mass,fixed Kp 26 (baseline),1,0.002572,26.000
93,arc,0.3,13.032,0.692,0.0500,0.00015,mass,fixed Kp 15,1,0.002644,15.000
93,arc,0.3,13.032,0.692,0.0500,0.00015,mass,fixed Kp 20,1,0.002608,20.000
93,arc,0.3,13.032,0.692,0.0500,0.00015,mass,fixed Kp 34,1,0.002571,34.000
93,arc,0.3,13.032,0.692,0.0500,0.00015,mass,fixed Kp 42,1,0.002573,42.000
93,arc,0.3,13.032,0.692,0.0500,0.00015,mass,fixed Kp 50,1,0.002584,50.000
94,hairpin,0.3,44.715,0.380,0.0040,0.00017,force,PPO,1,0.003133,33.266
94,hairpin,0.3,44.715,0.380,0.0040,0.00017,force,fixed Kp 26 (baseline),1,0.003510,26.000
94,hairpin,0.3,44.715,0.380,0.0040,0.00017,force,fixed Kp 15,1,0.004526,15.000
94,hairpin,0.3,44.715,0.380,0.0040,0.00017,force,fixed Kp 20,1,0.003917,20.000
94,hairpin,0.3,44.715,0.380,0.0040,0.00017,force,fixed Kp 34,1,0.003203,34.000
94,hairpin,0.3,44.715,0.380,0.0040,0.00017,force,fixed Kp 42,1,0.003023,42.000
94,hairpin,0.3,44.715,0.380,0.0040,0.00017,force,fixed Kp 50,1,0.002907,50.000
95,square,0.7,23.277,0.977,0.0180,0.00006,force,PPO,1,0.004387,40.292
95,square,0.7,23.277,0.977,0.0180,0.00006,force,fixed Kp 26 (baseline),1,0.005418,26.000
95,square,0.7,23.277,0.977,0.0180,0.00006,force,fixed Kp 15,1,0.007467,15.000
95,square,0.7,23.277,0.977,0.0180,0.00006,force,fixed Kp 20,1,0.006266,20.000
95,square,0.7,23.277,0.977,0.0180,0.00006,force,fixed Kp 34,1,0.004754,34.000
95,square,0.7,23.277,0.977,0.0180,0.00006,force,fixed Kp 42,1,0.004359,42.000
95,square,0.7,23.277,0.977,0.0180,0.00006,force,fixed Kp 50,1,0.004105,50.000
96,slalom,0.5,13.297,0.786,0.0080,0.00029,mass,PPO,1,0.003222,36.795
96,slalom,0.5,13.297,0.786,0.0080,0.00029,mass,fixed Kp 26 (baseline),1,0.003736,26.000
96,slalom,0.5,13.297,0.786,0.0080,0.00029,mass,fixed Kp 15,1,0.004760,15.000
96,slalom,0.5,13.297,0.786,0.0080,0.00029,mass,fixed Kp 20,1,0.003898,20.000
96,slalom,0.5,13.297,0.786,0.0080,0.00029,mass,fixed Kp 34,1,0.003283,34.000
96,slalom,0.5,13.297,0.786,0.0080,0.00029,mass,fixed Kp 42,1,0.003107,42.000
96,slalom,0.5,13.297,0.786,0.0080,0.00029,mass,fixed Kp 50,1,0.003004,50.000
97,scurve,0.7,14.488,0.453,0.0440,0.00003,force_gust,PPO,1,0.002928,32.697
97,scurve,0.7,14.488,0.453,0.0440,0.00003,force_gust,fixed Kp 26 (baseline),1,0.003148,26.000
97,scurve,0.7,14.488,0.453,0.0440,0.00003,force_gust,fixed Kp 15,1,0.003877,15.000
97,scurve,0.7,14.488,0.453,0.0440,0.00003,force_gust,fixed Kp 20,1,0.003438,20.000
97,scurve,0.7,14.488,0.453,0.0440,0.00003,force_gust,fixed Kp 34,1,0.002937,34.000
97,scurve,0.7,14.488,0.453,0.0440,0.00003,force_gust,fixed Kp 42,1,0.002817,42.000
97,scurve,0.7,14.488,0.453,0.0440,0.00003,force_gust,fixed Kp 50,1,0.002744,50.000
98,spiral,0.7,34.024,0.963,0.0300,0.00036,force,PPO,0,0.002881,36.484
98,spiral,0.7,34.024,0.963,0.0300,0.00036,force,fixed Kp 26 (baseline),0,0.003184,26.000
98,spiral,0.7,34.024,0.963,0.0300,0.00036,force,fixed Kp 15,0,0.003711,15.000
98,spiral,0.7,34.024,0.963,0.0300,0.00036,force,fixed Kp 20,0,0.003382,20.000
98,spiral,0.7,34.024,0.963,0.0300,0.00036,force,fixed Kp 34,0,0.003037,34.000
98,spiral,0.7,34.024,0.963,0.0300,0.00036,force,fixed Kp 42,0,0.002933,42.000
98,spiral,0.7,34.024,0.963,0.0300,0.00036,force,fixed Kp 50,0,0.002857,50.000
99,slalom,0.5,47.240,0.878,0.0380,0.00023,force,PPO,1,0.003761,36.870
99,slalom,0.5,47.240,0.878,0.0380,0.00023,force,fixed Kp 26 (baseline),0,0.004218,26.000
99,slalom,0.5,47.240,0.878,0.0380,0.00023,force,fixed Kp 15,0,0.006090,15.000
99,slalom,0.5,47.240,0.878,0.0380,0.00023,force,fixed Kp 20,0,0.004964,20.000
99,slalom,0.5,47.240,0.878,0.0380,0.00023,force,fixed Kp 34,0,0.003675,34.000
99,slalom,0.5,47.240,0.878,0.0380,0.00023,force,fixed Kp 42,0,0.003373,42.000
99,slalom,0.5,47.240,0.878,0.0380,0.00023,force,fixed Kp 50,0,0.003182,50.000
100,hairpin,0.5,11.287,0.352,0.0220,0.00001,mass,PPO,1,0.003218,35.065
100,hairpin,0.5,11.287,0.352,0.0220,0.00001,mass,fixed Kp 26 (baseline),1,0.003748,26.000
100,hairpin,0.5,11.287,0.352,0.0220,0.00001,mass,fixed Kp 15,1,0.004968,15.000
100,hairpin,0.5,11.287,0.352,0.0220,0.00001,mass,fixed Kp 20,1,0.004243,20.000
100,hairpin,0.5,11.287,0.352,0.0220,0.00001,mass,fixed Kp 34,1,0.003369,34.000
100,hairpin,0.5,11.287,0.352,0.0220,0.00001,mass,fixed Kp 42,1,0.003145,42.000
100,hairpin,0.5,11.287,0.352,0.0220,0.00001,mass,fixed Kp 50,1,0.003001,50.000
101,zigzag60,0.3,32.503,0.434,0.0660,0.00025,mass,PPO,1,0.006296,33.272
101,zigzag60,0.3,32.503,0.434,0.0660,0.00025,mass,fixed Kp 26 (baseline),1,0.005519,26.000
101,zigzag60,0.3,32.503,0.434,0.0660,0.00025,mass,fixed Kp 15,1,0.006957,15.000
101,zigzag60,0.3,32.503,0.434,0.0660,0.00025,mass,fixed Kp 20,1,0.006014,20.000
101,zigzag60,0.3,32.503,0.434,0.0660,0.00025,mass,fixed Kp 34,1,0.004872,34.000
101,zigzag60,0.3,32.503,0.434,0.0660,0.00025,mass,fixed Kp 42,1,0.004691,42.000
101,zigzag60,0.3,32.503,0.434,0.0660,0.00025,mass,fixed Kp 50,1,0.007597,50.000
102,spiral,0.7,11.646,0.767,0.0100,0.00033,force,PPO,1,0.005932,38.025
102,spiral,0.7,11.646,0.767,0.0100,0.00033,force,fixed Kp 26 (baseline),1,0.008187,26.000
102,spiral,0.7,11.646,0.767,0.0100,0.00033,force,fixed Kp 15,1,0.014097,15.000
102,spiral,0.7,11.646,0.767,0.0100,0.00033,force,fixed Kp 20,1,0.011761,20.000
102,spiral,0.7,11.646,0.767,0.0100,0.00033,force,fixed Kp 34,1,0.008934,34.000
102,spiral,0.7,11.646,0.767,0.0100,0.00033,force,fixed Kp 42,1,0.008161,42.000
102,spiral,0.7,11.646,0.767,0.0100,0.00033,force,fixed Kp 50,1,0.006987,50.000
103,figure8,0.3,5.443,0.376,0.0360,0.00000,force,PPO,1,0.002853,36.420
103,figure8,0.3,5.443,0.376,0.0360,0.00000,force,fixed Kp 26 (baseline),1,0.003121,26.000
103,figure8,0.3,5.443,0.376,0.0360,0.00000,force,fixed Kp 15,1,0.003769,15.000
103,figure8,0.3,5.443,0.376,0.0360,0.00000,force,fixed Kp 20,1,0.003385,20.000
103,figure8,0.3,5.443,0.376,0.0360,0.00000,force,fixed Kp 34,1,0.002922,34.000
103,figure8,0.3,5.443,0.376,0.0360,0.00000,force,fixed Kp 42,1,0.002807,42.000
103,figure8,0.3,5.443,0.376,0.0360,0.00000,force,fixed Kp 50,1,0.002734,50.000
104,slalom,0.3,13.152,0.822,0.0720,0.00034,mass,PPO,1,0.004724,33.489
104,slalom,0.3,13.152,0.822,0.0720,0.00034,mass,fixed Kp 26 (baseline),1,0.005796,26.000
104,slalom,0.3,13.152,0.822,0.0720,0.00034,mass,fixed Kp 15,1,0.006292,15.000
104,slalom,0.3,13.152,0.822,0.0720,0.00034,mass,fixed Kp 20,1,0.005970,20.000
104,slalom,0.3,13.152,0.822,0.0720,0.00034,mass,fixed Kp 34,1,0.005668,34.000
104,slalom,0.3,13.152,0.822,0.0720,0.00034,mass,fixed Kp 42,1,0.006206,42.000
104,slalom,0.3,13.152,0.822,0.0720,0.00034,mass,fixed Kp 50,1,0.007281,50.000
105,slalom,0.5,22.614,0.762,0.0140,0.00013,force,PPO,1,0.003118,33.510
105,slalom,0.5,22.614,0.762,0.0140,0.00013,force,fixed Kp 26 (baseline),1,0.003475,26.000
105,slalom,0.5,22.614,0.762,0.0140,0.00013,force,fixed Kp 15,1,0.004627,15.000
105,slalom,0.5,22.614,0.762,0.0140,0.00013,force,fixed Kp 20,1,0.003928,20.000
105,slalom,0.5,22.614,0.762,0.0140,0.00013,force,fixed Kp 34,1,0.003150,34.000
105,slalom,0.5,22.614,0.762,0.0140,0.00013,force,fixed Kp 42,1,0.002967,42.000
105,slalom,0.5,22.614,0.762,0.0140,0.00013,force,fixed Kp 50,1,0.002854,50.000
106,figure8,0.7,43.370,0.679,0.0420,0.00005,force_gust,PPO,1,0.005922,36.767
106,figure8,0.7,43.370,0.679,0.0420,0.00005,force_gust,fixed Kp 26 (baseline),1,0.007271,26.000
106,figure8,0.7,43.370,0.679,0.0420,0.00005,force_gust,fixed Kp 15,1,0.011439,15.000
106,figure8,0.7,43.370,0.679,0.0420,0.00005,force_gust,fixed Kp 20,1,0.008972,20.000
106,figure8,0.7,43.370,0.679,0.0420,0.00005,force_gust,fixed Kp 34,1,0.005945,34.000
106,figure8,0.7,43.370,0.679,0.0420,0.00005,force_gust,fixed Kp 42,1,0.005152,42.000
106,figure8,0.7,43.370,0.679,0.0420,0.00005,force_gust,fixed Kp 50,1,0.005025,50.000
107,figure8,0.3,29.747,0.679,0.0560,0.00033,mass,PPO,1,0.003104,34.329
107,figure8,0.3,29.747,0.679,0.0560,0.00033,mass,fixed Kp 26 (baseline),1,0.003433,26.000
107,figure8,0.3,29.747,0.679,0.0560,0.00033,mass,fixed Kp 15,1,0.004247,15.000
107,figure8,0.3,29.747,0.679,0.0560,0.00033,mass,fixed Kp 20,1,0.003767,20.000
107,figure8,0.3,29.747,0.679,0.0560,0.00033,mass,fixed Kp 34,1,0.003193,34.000
107,figure8,0.3,29.747,0.679,0.0560,0.00033,mass,fixed Kp 42,1,0.003067,42.000
107,figure8,0.3,29.747,0.679,0.0560,0.00033,mass,fixed Kp 50,1,0.003030,50.000
108,uturn,0.7,35.416,0.774,0.0280,0.00014,force_gust,PPO,1,0.003470,40.805
108,uturn,0.7,35.416,0.774,0.0280,0.00014,force_gust,fixed Kp 26 (baseline),1,0.004060,26.000
108,uturn,0.7,35.416,0.774,0.0280,0.00014,force_gust,fixed Kp 15,1,0.005377,15.000
108,uturn,0.7,35.416,0.774,0.0280,0.00014,force_gust,fixed Kp 20,1,0.004602,20.000
108,uturn,0.7,35.416,0.774,0.0280,0.00014,force_gust,fixed Kp 34,1,0.003632,34.000
108,uturn,0.7,35.416,0.774,0.0280,0.00014,force_gust,fixed Kp 42,1,0.003372,42.000
108,uturn,0.7,35.416,0.774,0.0280,0.00014,force_gust,fixed Kp 50,1,0.003204,50.000
109,slalom,0.5,39.935,0.756,0.0320,0.00008,mass,PPO,1,0.003977,34.477
109,slalom,0.5,39.935,0.756,0.0320,0.00008,mass,fixed Kp 26 (baseline),1,0.004715,26.000
109,slalom,0.5,39.935,0.756,0.0320,0.00008,mass,fixed Kp 15,1,0.007025,15.000
109,slalom,0.5,39.935,0.756,0.0320,0.00008,mass,fixed Kp 20,1,0.005646,20.000
109,slalom,0.5,39.935,0.756,0.0320,0.00008,mass,fixed Kp 34,1,0.004022,34.000
109,slalom,0.5,39.935,0.756,0.0320,0.00008,mass,fixed Kp 42,1,0.003621,42.000
109,slalom,0.5,39.935,0.756,0.0320,0.00008,mass,fixed Kp 50,1,0.003368,50.000
110,zigzag30,0.7,13.547,0.482,0.0560,0.00020,force_gust,PPO,0,0.262134,43.601
110,zigzag30,0.7,13.547,0.482,0.0560,0.00020,force_gust,fixed Kp 26 (baseline),0,0.146842,26.000
110,zigzag30,0.7,13.547,0.482,0.0560,0.00020,force_gust,fixed Kp 15,0,0.104105,15.000
110,zigzag30,0.7,13.547,0.482,0.0560,0.00020,force_gust,fixed Kp 20,0,0.162551,20.000
110,zigzag30,0.7,13.547,0.482,0.0560,0.00020,force_gust,fixed Kp 34,0,0.111941,34.000
110,zigzag30,0.7,13.547,0.482,0.0560,0.00020,force_gust,fixed Kp 42,0,0.100510,42.000
110,zigzag30,0.7,13.547,0.482,0.0560,0.00020,force_gust,fixed Kp 50,0,0.291549,50.000
111,scurve,0.7,36.371,0.946,0.0660,0.00015,force,PPO,1,0.005627,37.907
111,scurve,0.7,36.371,0.946,0.0660,0.00015,force,fixed Kp 26 (baseline),1,0.003409,26.000
111,scurve,0.7,36.371,0.946,0.0660,0.00015,force,fixed Kp 15,1,0.004492,15.000
111,scurve,0.7,36.371,0.946,0.0660,0.00015,force,fixed Kp 20,1,0.003831,20.000
111,scurve,0.7,36.371,0.946,0.0660,0.00015,force,fixed Kp 34,1,0.003120,34.000
111,scurve,0.7,36.371,0.946,0.0660,0.00015,force,fixed Kp 42,1,0.003023,42.000
111,scurve,0.7,36.371,0.946,0.0660,0.00015,force,fixed Kp 50,1,0.006221,50.000
112,square,0.3,18.076,0.449,0.0380,0.00016,force_gust,PPO,1,0.015782,33.773
112,square,0.3,18.076,0.449,0.0380,0.00016,force_gust,fixed Kp 26 (baseline),1,0.042993,26.000
112,square,0.3,18.076,0.449,0.0380,0.00016,force_gust,fixed Kp 15,1,0.024034,15.000
112,square,0.3,18.076,0.449,0.0380,0.00016,force_gust,fixed Kp 20,1,0.035932,20.000
112,square,0.3,18.076,0.449,0.0380,0.00016,force_gust,fixed Kp 34,1,0.011570,34.000
112,square,0.3,18.076,0.449,0.0380,0.00016,force_gust,fixed Kp 42,0,0.090011,42.000
112,square,0.3,18.076,0.449,0.0380,0.00016,force_gust,fixed Kp 50,1,0.007940,50.000
113,zigzag60,0.7,25.272,0.562,0.0640,0.00013,force,PPO,1,0.008266,38.394
113,zigzag60,0.7,25.272,0.562,0.0640,0.00013,force,fixed Kp 26 (baseline),1,0.007049,26.000
113,zigzag60,0.7,25.272,0.562,0.0640,0.00013,force,fixed Kp 15,1,0.010050,15.000
113,zigzag60,0.7,25.272,0.562,0.0640,0.00013,force,fixed Kp 20,1,0.008257,20.000
113,zigzag60,0.7,25.272,0.562,0.0640,0.00013,force,fixed Kp 34,1,0.006178,34.000
113,zigzag60,0.7,25.272,0.562,0.0640,0.00013,force,fixed Kp 42,1,0.005872,42.000
113,zigzag60,0.7,25.272,0.562,0.0640,0.00013,force,fixed Kp 50,1,0.005927,50.000
114,square,0.5,39.088,0.554,0.0780,0.00031,mass,PPO,1,0.013812,35.912
114,square,0.5,39.088,0.554,0.0780,0.00031,mass,fixed Kp 26 (baseline),1,0.011157,26.000
114,square,0.5,39.088,0.554,0.0780,0.00031,mass,fixed Kp 15,1,0.009933,15.000
114,square,0.5,39.088,0.554,0.0780,0.00031,mass,fixed Kp 20,1,0.010589,20.000
114,square,0.5,39.088,0.554,0.0780,0.00031,mass,fixed Kp 34,1,0.013082,34.000
114,square,0.5,39.088,0.554,0.0780,0.00031,mass,fixed Kp 42,1,0.011865,42.000
114,square,0.5,39.088,0.554,0.0780,0.00031,mass,fixed Kp 50,1,0.025759,50.000
115,hairpin,0.5,21.855,0.455,0.0180,0.00025,force,PPO,1,0.004188,37.543
115,hairpin,0.5,21.855,0.455,0.0180,0.00025,force,fixed Kp 26 (baseline),1,0.005171,26.000
115,hairpin,0.5,21.855,0.455,0.0180,0.00025,force,fixed Kp 15,1,0.007555,15.000
115,hairpin,0.5,21.855,0.455,0.0180,0.00025,force,fixed Kp 20,1,0.005858,20.000
115,hairpin,0.5,21.855,0.455,0.0180,0.00025,force,fixed Kp 34,1,0.004563,34.000
115,hairpin,0.5,21.855,0.455,0.0180,0.00025,force,fixed Kp 42,1,0.004445,42.000
